1,953200e+004	2,000000e+000
3,710000e+002	0,000000e+000
3,600000e+002	0,000000e+000
3,750000e+002	0,000000e+000
3,430000e+002	0,000000e+000
3,280000e+002	0,000000e+000
3,260000e+002	1,000000e+000
3,780000e+002	1,000000e+000
2,950000e+002	3,000000e+000
3,510000e+002	1,000000e+000
3,420000e+002	0,000000e+000
3,540000e+002	4,000000e+000
3,420000e+002	0,000000e+000
2,900000e+002	1,300000e+001
3,180000e+002	0,000000e+000
3,420000e+002	0,000000e+000
3,030000e+002	0,000000e+000
3,420000e+002	0,000000e+000
3,580000e+002	1,000000e+000
3,040000e+002	0,000000e+000
3,330000e+002	0,000000e+000
3,430000e+002	0,000000e+000
3,360000e+002	1,000000e+000
3,380000e+002	0,000000e+000
3,340000e+002	0,000000e+000
3,390000e+002	0,000000e+000
3,690000e+002	0,000000e+000
3,190000e+002	1,000000e+000
3,350000e+002	0,000000e+000
3,460000e+002	1,000000e+000
3,520000e+002	1,000000e+000
3,200000e+002	0,000000e+000
3,260000e+002	1,000000e+000
3,000000e+002	0,000000e+000
3,370000e+002	4,000000e+000
3,300000e+002	1,000000e+000
3,340000e+002	0,000000e+000
3,530000e+002	2,000000e+000
3,280000e+002	3,000000e+000
3,400000e+002	0,000000e+000
3,550000e+002	2,000000e+000
3,880000e+002	2,000000e+000
3,260000e+002	8,000000e+000
3,330000e+002	4,000000e+000
3,400000e+002	0,000000e+000
3,580000e+002	1,000000e+000
3,320000e+002	2,000000e+000
3,310000e+002	1,000000e+000
3,280000e+002	1,000000e+000
3,380000e+002	1,000000e+000
2,950000e+002	0,000000e+000
3,380000e+002	0,000000e+000
3,280000e+002	1,000000e+000
3,090000e+002	2,000000e+000
3,620000e+002	1,000000e+000
3,240000e+002	0,000000e+000
3,250000e+002	2,000000e+000
3,390000e+002	1,000000e+000
3,270000e+002	0,000000e+000
3,630000e+002	0,000000e+000
3,140000e+002	0,000000e+000
3,280000e+002	2,000000e+000
3,440000e+002	0,000000e+000
3,170000e+002	0,000000e+000
3,230000e+002	2,000000e+000
3,210000e+002	3,000000e+000
3,450000e+002	0,000000e+000
3,310000e+002	0,000000e+000
3,530000e+002	0,000000e+000
3,140000e+002	4,000000e+000
3,430000e+002	0,000000e+000
3,290000e+002	0,000000e+000
3,410000e+002	1,000000e+000
3,260000e+002	0,000000e+000
3,590000e+002	0,000000e+000
3,040000e+002	2,000000e+000
3,230000e+002	0,000000e+000
3,350000e+002	0,000000e+000
3,520000e+002	1,000000e+000
3,480000e+002	0,000000e+000
3,570000e+002	1,000000e+000
5,650000e+002	0,000000e+000
3,080000e+002	2,000000e+000
3,200000e+002	3,000000e+000
3,410000e+002	0,000000e+000
3,410000e+002	1,000000e+000
3,330000e+002	2,000000e+000
3,140000e+002	4,000000e+000
3,450000e+002	2,000000e+000
3,170000e+002	2,000000e+000
3,260000e+002	1,000000e+000
3,240000e+002	1,000000e+000
3,360000e+002	2,000000e+000
3,280000e+002	1,000000e+000
3,230000e+002	1,300000e+001
3,410000e+002	2,000000e+000
4,680000e+002	0,000000e+000
3,150000e+002	0,000000e+000
3,640000e+002	1,000000e+000
3,300000e+002	0,000000e+000
3,210000e+002	0,000000e+000
3,640000e+002	0,000000e+000
3,330000e+002	0,000000e+000
3,530000e+002	0,000000e+000
2,970000e+002	0,000000e+000
3,480000e+002	0,000000e+000
3,700000e+002	0,000000e+000
3,670000e+002	0,000000e+000
3,180000e+002	1,000000e+000
3,420000e+002	0,000000e+000
3,330000e+002	0,000000e+000
3,480000e+002	1,000000e+000
3,460000e+002	0,000000e+000
3,640000e+002	2,000000e+000
3,350000e+002	0,000000e+000
3,130000e+002	3,000000e+000
3,300000e+002	0,000000e+000
3,300000e+002	6,000000e+000
3,440000e+002	1,000000e+000
3,170000e+002	0,000000e+000
3,180000e+002	0,000000e+000
3,280000e+002	1,000000e+000
3,190000e+002	0,000000e+000
3,520000e+002	0,000000e+000
3,390000e+002	0,000000e+000
3,790000e+002	0,000000e+000
3,190000e+002	3,000000e+000
3,310000e+002	1,000000e+000
3,630000e+002	1,000000e+000
3,500000e+002	1,000000e+000
3,290000e+002	0,000000e+000
3,300000e+002	0,000000e+000
3,350000e+002	4,000000e+000
3,880000e+002	2,000000e+000
3,340000e+002	2,000000e+000
3,440000e+002	0,000000e+000
3,190000e+002	2,000000e+000
3,300000e+002	1,000000e+000
3,580000e+002	0,000000e+000
3,410000e+002	0,000000e+000
3,310000e+002	0,000000e+000
3,260000e+002	1,000000e+000
3,550000e+002	0,000000e+000
3,200000e+002	4,000000e+000
3,110000e+002	2,000000e+000
3,480000e+002	1,000000e+000
3,420000e+002	5,000000e+000
3,030000e+002	2,000000e+000
3,550000e+002	2,000000e+000
3,380000e+002	0,000000e+000
3,400000e+002	2,000000e+000
3,180000e+002	0,000000e+000
3,340000e+002	1,000000e+000
3,370000e+002	2,000000e+000
3,230000e+002	4,000000e+000
3,250000e+002	0,000000e+000
3,230000e+002	0,000000e+000
3,090000e+002	0,000000e+000
3,460000e+002	2,000000e+000
3,380000e+002	1,000000e+000
3,250000e+002	0,000000e+000
3,390000e+002	1,000000e+000
3,380000e+002	0,000000e+000
3,190000e+002	2,000000e+000
3,360000e+002	2,000000e+000
3,730000e+002	0,000000e+000
3,010000e+002	2,000000e+000
3,310000e+002	2,000000e+000
3,520000e+002	0,000000e+000
3,360000e+002	2,000000e+000
3,330000e+002	1,300000e+001
3,450000e+002	0,000000e+000
3,330000e+002	2,000000e+000
2,970000e+002	0,000000e+000
